"",""SRR349743"",""SRR349744"",""SRR349745"",""SRR349746"",""SRR349747"",""SRR349748"",""SRR349749"",""SRR349750"",""SRR349751"",""SRR349752""
PGK1,230,12,28,9,29,2,153,1,6,2
TAF9B,113,5,6,14,6,5,90,3,0,0
LOC107985669,0,0,0,0,0,0,0,0,0,0
CYSLTR1,7,0,3,0,0,0,15,0,0,1
LOC107985670,0,0,0,0,0,0,0,0,0,0
RTL3,1,0,0,0,0,0,0,0,0,0
LPAR4,2,0,0,0,0,0,0,0,0,0
MIR4328,0,0,0,0,0,0,0,0,0,0
P2RY10,1,0,0,1,0,0,15,0,0,0
GPR174,0,0,0,0,0,0,8,0,0,0
ITM2A,17,0,1,0,0,2,20,2,4,3
LOC105373282,0,0,0,0,0,0,0,0,0,0
TBX22,0,0,0,0,0,0,0,0,0,0
CHMP1B2P,9,0,0,0,0,0,2,0,0,0
TENT5D,1,0,0,0,0,0,0,0,0,0
BRWD3,135,4,5,12,10,4,129,2,3,1
LOC124905202,1,1,0,0,0,1,2,0,0,0
LOC124900504,0,0,0,0,0,0,0,0,0,0
HMGN5,3,0,0,0,0,0,1,0,0,0
SH3BGRL,327,3,35,3,5,1,99,2,2,2
LOC124905203,2,0,0,0,0,0,0,0,0,0
LOC105373284,3,0,0,0,0,0,0,0,0,0
LOC105373285,0,0,0,0,0,0,0,0,0,0
LOC105373286,0,0,0,0,0,0,0,0,0,0
EIF3JP1,5,0,1,0,0,0,5,0,0,0
LOC124900496,0,0,0,0,0,0,0,0,0,0
LOC105373287,0,0,0,0,0,0,0,0,0,0
LOC105373288,0,0,0,0,0,0,0,0,0,0
LOC107985635,0,0,0,0,0,0,0,0,0,0
POU3F4,0,0,0,0,0,0,0,0,0,0
CYLC1,0,0,0,0,0,0,0,0,0,0
RPS6KA6,53,0,2,3,0,2,8,0,0,0
MIR548I4,0,0,0,0,0,0,0,0,0,0
HDX,22,0,0,2,0,0,8,0,0,0
UBE2DNL,0,0,1,0,0,0,0,0,0,0
APOOL,86,5,2,7,5,10,166,2,5,2
SATL1,8,0,0,1,1,0,18,0,0,0
LOC101928128,0,0,0,0,0,0,0,0,0,0
ZNF711,33,2,3,2,0,0,5,0,0,0
POF1B,49,6,10,22,1,12,425,8,7,9
MIR1321,0,0,0,0,0,0,0,0,0,0
CHM,130,7,9,8,5,3,69,2,3,1
MIR361,0,0,0,0,0,0,0,0,0,0
DACH2,0,0,0,0,0,0,0,0,0,0
KLHL4,1,1,0,0,0,0,0,0,0,0
LOC124905233,0,0,0,0,0,0,0,0,0,0
LOC124900505,0,0,0,0,0,0,0,0,0,0
LOC107985713,0,0,0,0,0,0,0,0,0,0
CPXCR1,0,0,0,0,0,0,0,0,0,0
LOC107985653,0,1,0,0,0,0,0,0,0,0
LOC102724150,0,1,0,0,0,0,0,0,0,0
TGIF2LX,0,0,0,0,0,0,0,0,0,0
LOC105373292,0,0,0,0,0,0,0,0,0,0
LOC107985700,0,0,0,0,0,0,0,0,0,0
PABPC5-AS1,0,0,0,0,0,0,0,0,0,0
PABPC5,2,0,0,0,1,0,1,0,0,0
LOC105373293,0,0,0,0,0,0,0,0,0,0
PCDH11X,2,0,0,0,0,0,0,0,0,0
NAP1L3,6,1,0,0,0,0,0,0,0,0
FAM133A,0,0,0,0,0,0,0,0,0,0
LOC124900491,0,0,0,0,0,0,0,0,0,0
LOC107985704,0,0,0,0,0,0,0,0,0,0
LOC107985647,0,0,0,0,0,0,0,0,0,0
LOC107985710,0,0,0,0,0,0,0,0,0,0
MIR548M,0,0,0,0,0,0,0,0,0,0
LOC124905234,0,0,0,0,0,0,0,0,0,0
BRDTP1,0,0,0,0,0,0,0,0,0,0
LOC105373294,0,0,0,0,0,0,0,0,0,0
LOC107985714,0,0,0,0,0,0,0,0,0,0
LOC105373296,0,0,0,0,0,0,0,0,0,0
DIAPH2,116,3,9,9,2,3,95,6,5,2
RPA4,0,0,0,0,0,0,0,0,0,0
DIAPH2-AS1,0,0,0,0,0,0,0,0,0,0
ERVFC1,0,0,0,0,0,0,0,0,0,0
LINC03077,0,0,1,0,0,0,0,0,0,0
PCDH19,65,4,12,1,5,0,0,1,0,0
TNMD,0,0,0,0,0,0,0,0,0,0
LOC105373298,0,0,0,0,0,0,0,0,0,0
TSPAN6,160,5,16,23,1,46,712,12,21,8
SRPX2,77,1,5,5,3,1,112,8,1,2
SYTL4,23,0,3,1,0,0,37,1,0,0
CSTF2,58,3,7,6,5,4,159,3,4,1
LOC124900498,1,0,1,0,2,0,0,0,0,0
NOX1,2,0,0,0,0,0,0,0,0,0
XKRX,62,0,4,2,1,2,42,1,0,0
ARL13A,0,0,0,0,0,0,1,0,0,0
TRMT2B,66,1,6,6,3,2,61,5,1,0
TMEM35A,6,1,0,0,1,0,0,0,0,1
CENPI,19,2,5,1,3,1,10,1,0,0
DRP2,6,0,0,0,0,0,1,0,0,0
TAF7L,1,0,0,0,0,0,0,0,0,0
TIMM8A,32,0,2,0,1,0,15,0,1,0
BTK,11,0,0,1,0,0,2,0,0,0
RPL36A-HNRNPH2,132,4,14,10,8,3,153,4,3,2
RPL36A,71,2,12,7,7,3,114,3,2,3
GLA,69,2,5,4,5,2,37,1,0,0
HNRNPH2,76,2,4,3,3,0,52,1,1,0
ARMCX4,27,0,2,2,0,0,9,0,0,0
ARMCX1,83,2,0,2,1,1,20,0,0,0
ARMCX6,77,0,1,4,2,2,18,1,1,0
ARMCX3,68,0,6,1,2,0,7,0,0,1
ARMCX2,187,6,2,3,0,1,5,0,0,0
NXF5,0,0,0,0,0,0,0,0,0,0
ZMAT1,20,0,1,2,0,0,2,0,0,0
TCEAL2,6,0,0,0,0,0,0,0,0,0
TCEAL6,0,1,1,0,0,0,0,0,0,0
LOC105373299,0,0,0,0,0,0,0,0,0,0
BEX5,5,0,0,0,0,0,0,0,0,0
TCP11X1,0,0,0,0,0,0,0,0,0,0
NXF2,0,0,0,0,0,0,0,0,0,0
NXF2B,0,0,0,0,0,0,0,0,0,0
TCP11X2,0,0,0,0,0,0,0,0,0,0
TMSB15A,4,1,0,0,0,0,0,0,0,0
NXF4,0,0,0,0,0,0,0,0,0,0
ARMCX5,44,3,1,1,1,3,44,1,0,1
ARMCX5-GPRASP2,93,2,4,3,1,2,18,0,0,0
GPRASP1,2,0,0,0,0,0,0,0,0,0
GPRASP2,14,0,1,1,1,1,3,0,0,0
GPRASP3,14,0,0,0,0,0,0,0,0,0
LINC00630,44,2,2,2,0,1,8,0,0,0
RAB40AL,1,0,0,0,0,0,0,0,0,0
BEX1,4,0,0,0,0,0,0,0,0,0
NXF3,0,0,0,0,0,0,0,0,0,0
BEX4,167,1,0,0,1,3,315,10,12,4
TCEAL8,179,5,6,7,2,3,162,1,5,1
TCEAL5,1,0,0,0,0,0,0,0,0,0
BEX2,78,1,0,6,1,1,11,0,0,0
TCEAL7,10,0,0,0,0,0,0,0,0,0
LOC124905204,7,0,0,0,0,0,3,0,0,0
TCEAL9,63,3,5,2,3,0,33,1,0,1
BEX3,321,5,11,11,10,10,166,2,2,2
LL0XNC01-250H12.3,4,2,0,0,1,0,2,0,0,0
RAB40A,3,1,0,1,1,0,1,0,0,0
LINC02589,1,0,0,1,0,0,0,0,0,0
TCEAL4,157,2,4,6,1,1,33,2,0,0
TCEAL3,11,0,2,0,1,0,0,0,0,0
TCEAL1,48,2,2,1,0,1,7,0,0,2
MORF4L2,621,14,34,44,19,23,540,7,13,5
MORF4L2-AS1,1,0,0,0,0,0,2,0,0,0
GLRA4,0,0,0,0,0,0,1,0,0,0
TMEM31,0,0,0,0,0,0,0,0,0,0
RAB9B,10,0,1,0,0,0,0,0,0,0
PLP1,1,0,2,0,0,0,2,0,0,0
TMSB15B-AS1,1,0,0,0,0,0,0,0,0,0
TMSB15B,10,0,0,0,0,0,1,0,0,0
H2BW4P,0,0,0,0,0,0,0,0,0,0
LOC107987334,0,0,0,0,0,0,0,0,0,0
H2BW1,2,0,0,0,0,0,0,0,0,0
H2BW2,0,0,0,0,0,0,0,0,0,0
LOC107985662,0,0,0,0,0,0,0,0,0,0
H2BW3P,0,0,0,0,0,0,0,0,0,0
TMSB15C,13,0,0,0,0,0,0,0,0,0
SLC25A53,3,0,0,0,0,0,3,0,0,0
ZCCHC18,0,0,0,0,0,0,0,0,0,0
LOC286437,3,0,0,0,0,0,1,0,0,0
FAM199X,154,6,17,15,4,8,118,2,4,0
ESX1,0,0,0,0,0,0,0,0,0,0
IL1RAPL2,0,0,0,0,0,0,0,0,0,0
TEX13A,0,0,0,0,0,0,0,0,0,0
LOC107985680,0,0,0,0,0,0,0,0,0,0
LOC105373303,0,0,0,0,0,0,0,0,0,0
NRK,33,0,0,0,0,0,0,0,0,0
LOC105373304,1,0,0,0,0,0,0,0,0,0
LOC105373305,0,0,0,0,0,0,1,0,0,0
SERPINA7,0,0,0,0,0,0,0,0,0,0
PWWP3B,2,0,0,0,0,0,0,0,0,0
RADX,28,2,3,3,0,0,5,0,0,0
MIR548AN,0,0,0,0,0,0,0,0,0,0
LOC124905235,0,0,0,0,0,0,0,0,0,0
RNF128,178,0,2,3,0,0,33,0,0,1
TBC1D8B,49,4,4,4,0,0,11,0,0,0
RIPPLY1,0,0,0,0,0,0,0,0,0,0
CLDN2,1,1,0,0,0,0,0,0,0,0
MORC4,35,0,5,6,2,1,16,1,0,0
RBM41,53,1,3,3,2,2,19,1,0,0
NUP62CL,1,0,1,0,1,0,5,0,0,0
DNAAF6,0,0,0,0,0,0,0,0,0,0
FRMPD3,0,0,0,0,0,0,0,0,0,0
FRMPD3-AS1,0,0,0,0,0,0,0,0,0,0
PRPS1,85,3,8,14,4,2,67,1,1,0
TSC22D3,80,2,8,8,2,7,244,7,2,1
NCBP2L,0,0,0,0,0,0,0,0,0,0
MID2,39,1,4,4,1,1,68,1,3,1
LOC101928335,5,0,0,0,0,0,1,0,0,0
LOC112267910,6,0,1,1,0,0,2,0,0,0
TEX13B,0,0,0,0,0,0,0,0,0,0
VSIG1,1,0,0,1,0,0,1,0,0,0
PSMD10,168,2,12,14,9,3,173,2,2,3
ATG4A,62,2,3,0,0,1,145,4,0,0
COL4A6,53,5,3,3,4,0,2,0,0,0
LOC124905205,0,0,0,0,0,0,0,0,0,0
COL4A5,211,1,13,12,1,0,11,0,0,0
IRS4,0,1,0,0,0,0,0,0,0,0
IRS4-AS1,0,0,0,0,0,0,0,0,0,0
GUCY2F,0,0,0,0,0,0,0,0,0,0
NXT2,36,4,7,2,2,1,30,1,0,0
KCNE5,0,0,0,0,0,0,0,0,0,0
ACSL4,442,10,8,8,3,1,41,1,1,0
LOC105373311,14,0,1,0,0,0,2,0,0,0
TMEM164,73,0,7,6,1,4,92,1,3,1
MIR652,0,0,0,0,0,0,0,0,0,0
MIR3978,0,0,0,0,0,0,0,0,0,0
LOC124905230,28,0,1,1,0,2,29,0,2,0
AMMECR1,126,3,6,10,4,4,123,3,3,1
SNORD96B,0,0,0,0,0,0,0,0,0,0
LOC105373312,0,0,0,0,0,0,0,0,0,0
GNG5B,24,1,2,0,1,1,18,0,0,0
RTL9,0,0,0,0,0,0,0,0,0,0
CRIPTO3,0,0,0,0,0,0,0,0,0,0
CHRDL1,5,1,1,3,0,0,0,0,0,0
PAK3,6,1,0,1,0,0,1,0,0,0
CAPN6,16,0,0,0,0,0,2,0,0,0
DCX,1,0,0,0,0,0,0,0,0,0
SERTM2,0,0,0,0,0,0,0,0,0,0
ALG13,42,2,0,5,1,2,50,0,5,1
TRPC5,1,0,0,0,0,0,0,0,0,0
TRPC5OS,0,0,0,0,0,0,0,0,0,0
RTL4,0,0,0,0,0,0,0,0,0,0
LHFPL1,3,0,0,0,0,0,1,0,0,0
AMOT,29,2,1,0,2,3,18,0,1,0
MIR4329,0,0,0,0,0,0,0,0,0,0
LOC107985651,0,0,0,0,0,0,0,0,0,0
LOC101928437,0,0,0,0,0,0,0,0,0,0
XACT,0,0,0,0,0,0,0,0,0,0
LOC124905236,0,0,0,2,0,0,0,0,0,0
LOC124905291,0,0,0,0,0,0,0,0,0,0
LOC102724491,0,0,0,0,0,0,0,0,0,0
LOC124900490,0,0,0,0,0,0,0,0,0,0
HTR2C,0,0,0,0,0,0,0,0,0,0
SNORA35,0,0,0,0,0,0,0,0,0,0
MIR764,0,0,0,0,0,0,0,0,0,0
MIR1912,0,0,0,0,0,0,0,0,0,0
MIR1264,0,0,0,0,0,0,0,0,0,0
MIR1298,0,0,0,0,0,0,0,0,0,0
LOC105373313,0,0,0,0,0,0,0,0,0,0
MIR1911,0,0,0,0,0,0,0,0,0,0
MIR448,0,0,0,0,0,0,0,0,0,0
IL13RA2,2,0,0,0,0,0,0,0,0,0
LRCH2,15,1,1,0,0,0,0,0,0,0
SNORA35B,26,14,4,0,11,0,6,1,1,0
RBMXL3,0,0,0,0,0,0,0,0,0,0
LUZP4,0,0,0,0,0,0,0,0,0,0
LOC107985681,0,0,0,0,0,0,0,0,0,0
LOC124905206,0,0,1,1,0,0,0,0,0,0
PLS3-AS1,1,0,0,0,0,0,0,0,0,0
PLS3,1182,50,105,152,64,65,2317,58,45,41
DANT2,5,1,0,0,0,0,0,0,0,0
DANT1,0,0,0,0,0,0,0,0,0,0
AGTR2,0,0,0,0,0,0,0,0,0,0
SLC6A14,5,0,4,3,0,1,116,0,3,0
CT83,0,0,0,0,0,0,0,0,0,0
LOC105373320,0,0,0,0,0,0,0,0,0,0
LOC100126447,0,0,0,0,0,0,0,0,0,0
KLHL13,47,6,29,7,3,1,25,2,0,0
WDR44,123,5,16,7,3,9,170,5,1,2
MIR1277,0,0,0,0,0,0,0,0,0,0
DOCK11,108,0,2,2,4,0,12,0,0,0
LOC124905207,1,0,0,0,0,0,0,0,0,0
IL13RA1,264,3,24,13,16,30,1067,17,24,13
LOC124900501,0,0,0,0,0,0,0,0,0,0
ZCCHC12,12,0,0,0,0,0,0,0,0,0
LINC01285,0,0,0,0,0,0,0,0,0,0
LONRF3,5,0,1,0,1,0,0,0,0,0
CT47C1,0,0,0,0,0,0,0,0,0,0
KIAA1210,1,0,0,0,0,0,0,0,0,0
PGRMC1,306,5,39,23,9,4,191,5,3,1
AKAP17BP,0,0,1,0,0,0,0,0,0,0
LINC03098,0,0,0,0,0,0,0,0,0,0
SLC25A43,40,1,4,2,1,4,86,1,2,2
SLC25A5-AS1,25,0,6,1,3,1,31,0,0,1
SLC25A5,241,8,75,32,22,20,446,5,6,6
STEEP1,43,1,4,1,3,0,17,0,0,2
LOC124905208,1,0,0,0,0,0,0,0,0,0
UBE2A,64,1,14,10,5,2,99,2,0,0
NKRF,15,0,7,1,0,1,10,0,1,0
SEPTIN6,11,1,0,0,0,0,1,0,0,0
MIR766,0,0,0,0,0,0,0,0,0,0
SOWAHD,3,1,0,0,0,0,2,0,0,0
RPL39,159,8,61,16,13,7,392,10,9,4
SNORA69,8,1,1,0,1,0,5,1,1,0
LOC107985694,5,0,2,0,0,0,0,1,0,0
UPF3B,10,1,3,0,1,0,3,0,0,1
RNF113A,9,0,2,1,0,0,15,0,0,0
NDUFA1,86,7,20,10,5,3,222,4,7,1
AKAP14,0,0,0,0,0,0,0,0,0,0
NKAP,19,2,8,2,0,1,19,0,0,0
LOC124905209,2,0,0,0,0,0,0,0,0,0
RHOXF1P1,0,0,0,0,0,0,0,0,0,0
RHOXF1-AS1,1,0,0,2,0,0,0,0,0,0
RHOXF2B,0,0,0,0,0,0,0,0,0,0
RHOXF1,0,0,0,0,0,0,0,0,0,0
LINC01402,0,0,0,0,0,0,0,0,0,0
RHOXF2,0,0,0,0,0,0,0,0,0,0
NKAPP1,3,0,2,0,0,0,1,0,0,0
ZBTB33,308,9,97,24,8,5,184,5,4,3
TMEM255A,30,0,3,0,0,0,4,1,0,0
ATP1B4,0,0,0,0,0,0,0,0,0,0
LAMP2,1505,31,157,56,35,45,1676,34,22,17
CUL4B,221,3,43,19,4,12,310,14,8,2
LOC124905273,1,0,0,0,0,0,0,0,0,0
LOC124905210,1,0,0,1,0,0,3,0,0,0
MCTS1,33,1,11,4,2,2,85,0,0,2
C1GALT1C1,30,0,1,1,2,0,25,0,1,0
CT47B1,0,0,0,0,0,0,0,0,0,0
CT47A12,0,0,0,0,0,0,0,0,0,0
CT47A11,0,0,0,0,0,0,0,0,0,0
CT47A10,0,0,0,0,0,0,0,0,0,0
CT47A9,0,0,0,0,0,0,0,0,0,0
CT47A8,0,0,0,0,0,0,0,0,0,0
CT47A7,0,0,0,0,0,0,0,0,0,0
CT47A6,0,0,0,0,0,0,0,0,0,0
CT47A5,0,0,0,0,0,0,0,0,0,0
CT47A4,0,0,0,0,0,0,0,0,0,0
CT47A3,0,0,0,0,0,0,0,0,0,0
CT47A2,0,0,0,0,0,0,0,0,0,0
CT47A1,0,0,0,0,0,0,0,0,0,0
LOC105373328,0,0,0,0,0,0,0,0,0,0
GLUD2,68,5,6,23,1,9,158,3,6,3
MIR3672,0,0,0,0,0,0,0,0,0,0
UBE2V1P16,1,0,0,0,0,0,2,0,0,0
LOC101928359,0,0,0,0,0,0,2,1,0,0
LOC124905292,0,0,0,0,0,0,0,0,0,0
GRIA3,3,0,0,0,0,0,0,0,0,0
THOC2,119,6,15,6,4,4,34,0,1,0
XIAP,350,9,28,32,6,18,474,7,9,5
STAG2-AS1,3,0,0,0,0,0,0,0,0,0
STAG2,326,9,29,8,8,2,71,3,3,0
LOC124905280,0,0,0,0,0,0,0,0,0,0
TEX13D,0,0,0,0,0,0,0,0,0,0
SH2D1A,4,0,0,0,1,0,7,1,0,0
TENM1,6,2,0,0,0,0,1,0,0,0
LOC105373331,0,0,0,0,0,0,0,0,0,0
LOC124905282,0,0,0,0,0,0,0,0,0,0
LOC124905211,0,0,0,0,0,0,0,0,0,0
TEX13C,0,0,0,0,0,0,0,0,0,0
LOC124905212,0,0,0,0,0,0,1,0,0,0
LOC101928495,0,0,0,0,0,0,0,0,0,0
DCAF12L2,1,0,0,0,0,0,0,0,0,0
LOC107985648,0,0,0,0,0,0,0,0,0,0
DCAF12L1,0,0,0,0,0,0,0,0,0,0
PRR32,0,0,0,0,0,0,0,0,0,0
LOC107985666,0,0,0,0,0,0,0,0,0,0
LOC107985650,0,0,0,0,0,0,0,0,0,0
LOC107985709,0,0,0,0,0,0,0,0,0,0
LOC105373332,0,0,0,0,0,0,0,0,0,0
LOC105373333,0,0,0,0,0,0,0,0,0,0
ACTRT1,0,0,0,0,0,0,0,0,0,0
LOC107985698,0,0,0,0,0,0,1,0,0,0
LOC107985699,0,0,1,0,0,0,0,0,0,0
LOC124905213,1,0,0,0,0,0,0,0,0,0
LOC107985684,2,0,0,0,0,0,0,0,0,0
SMARCA1,108,5,5,9,0,2,17,2,1,0
LOC124900503,0,0,0,0,0,0,0,0,0,0
OCRL,126,6,5,14,6,6,78,2,3,1
APLN,25,1,2,0,0,0,0,1,0,0
LOC105373334,0,0,0,0,0,0,0,0,0,0
LOC124905214,1,0,0,0,0,0,0,0,0,0
XPNPEP2,0,0,0,0,0,0,0,0,0,0
LOC124905215,0,0,0,0,0,0,0,0,0,0
SASH3,3,0,1,1,1,0,1,0,0,0
ZDHHC9,81,0,5,8,2,1,38,0,2,1
UTP14A,12,2,2,1,0,0,5,0,0,0
LOC105373335,1,0,0,0,0,0,0,0,0,0
BCORL1,14,0,1,0,0,0,0,0,0,0
LOC124905216,0,0,0,0,0,0,0,0,0,0
ELF4,77,1,12,8,7,1,60,1,1,1
RAB33A,2,0,0,0,0,0,1,0,0,0
AIFM1,5,0,1,1,1,0,3,0,0,0
ZNF280C,31,3,2,2,0,0,12,0,0,0
LOC112268303,0,0,0,0,0,0,0,0,0,0
SLC25A14,18,1,1,2,2,1,13,1,0,0
GPR119,0,0,0,0,0,0,0,0,0,0
RBMX2,47,5,4,1,3,2,37,0,0,1
DENND10P1,17,3,3,5,1,1,135,3,1,3
LOC105373336,0,0,0,0,0,0,0,0,0,0
ENOX2,19,0,0,2,1,1,14,0,0,0
ENOX2-AS1,0,0,0,0,0,0,0,0,0,0
LOC124905217,0,0,0,0,0,0,1,0,0,0
LINC01201,0,0,0,0,0,0,0,0,0,0
ARHGAP36,1,0,0,0,0,0,0,0,0,0
IGSF1,2,0,0,0,0,0,1,0,0,0
LOC102723546,0,0,1,0,0,0,0,0,0,0
LOC107985705,0,0,2,0,0,0,1,0,0,0
OR13H1,0,0,0,0,0,0,0,0,0,0
LOC124905218,0,0,0,0,0,0,0,0,0,0
FIRRE,7,1,1,0,0,0,0,0,0,0
STK26,205,8,27,9,4,5,173,1,2,1
FRMD7,0,0,0,0,0,0,0,0,0,0
RAP2C,166,3,17,15,3,10,294,9,6,2
RAP2C-AS1,15,0,0,0,0,0,7,0,0,0
MBNL3,74,1,12,10,2,10,239,4,4,1
HS6ST2,12,9,7,19,1,4,6,0,3,1
HS6ST2-AS1,0,0,0,0,0,0,0,0,0,0
LOC124905219,0,0,1,0,0,0,0,0,0,0
USP26,0,0,1,0,0,0,0,0,0,0
LOC124900495,3,6,2,11,6,0,43,3,2,3
TFDP3,0,0,0,0,0,0,0,0,0,0
GPC4,57,1,4,0,0,0,2,0,0,0
GPC3,6,27,38,10,1,0,0,0,0,0
GPC3-AS1,0,0,0,1,0,0,0,0,0,0
LOC124905220,0,0,0,0,0,0,1,0,0,0
MIR106AHG,0,0,0,0,0,0,0,0,0,0
MIR363,0,0,0,0,0,0,0,0,0,0
MIR92A2,0,0,0,0,0,0,0,0,0,0
MIR19B2,0,0,0,0,0,0,0,0,0,0
MIR20B,0,0,0,0,0,0,0,0,0,0
MIR18B,0,0,0,0,0,0,0,0,0,0
MIR106A,0,0,0,0,0,0,0,0,0,0
CCDC160,0,0,0,0,0,0,1,0,0,0
PHF6,214,5,25,19,10,5,127,4,3,2
HPRT1,118,6,6,7,8,1,42,1,0,0
MIR450B,0,0,0,0,0,0,0,0,0,0
MIR450A1,0,0,0,0,0,0,0,0,0,0
MIR450A2,0,0,0,0,0,0,0,0,0,0
MIR542,0,0,0,0,0,0,0,0,0,0
MIR503HG,9,0,0,0,0,0,0,0,0,0
MIR503,0,0,0,0,0,0,0,0,0,0
MIR424,4,0,0,0,0,0,0,0,0,0
LINC00629,2,0,0,0,0,0,0,0,0,0
PLAC1,0,0,0,0,0,0,0,0,0,0
PABIR2,66,1,8,2,1,2,49,3,1,0
PABIR3,5,1,0,0,0,3,9,1,0,0
MOSPD1,93,1,5,7,4,5,256,1,1,6
LINC02243,0,0,0,0,0,0,0,0,0,0
SMIM10,6,0,0,0,0,0,0,0,0,0
RTL8B,32,1,3,5,1,2,27,1,1,0
RTL8C,71,2,11,7,1,8,123,3,2,2
RTL8A,58,1,1,7,4,2,49,3,2,0
SMIM10L2B,5,0,0,0,0,0,1,0,0,0
ETDB,0,0,0,0,0,0,0,0,0,0
SMIM10L2B-AS1,0,0,0,0,0,0,0,0,0,0
CT55,0,0,0,0,0,0,0,0,0,0
ZNF75D,43,0,3,4,0,0,25,0,1,0
ETDA,0,0,0,0,0,0,0,0,0,0
ETDC,0,0,0,0,0,0,0,0,0,0
LOC105373342,0,0,0,0,0,0,0,0,0,0
ZNF449,14,1,2,2,1,0,15,1,0,0
LOC100506790,0,0,0,0,0,0,0,0,0,0
SMIM10L2A,4,0,3,0,0,0,2,0,0,0
INTS6L-AS1,0,0,0,0,0,0,0,0,0,0
INTS6L,17,0,0,4,2,1,9,1,0,0
SAGE2P,0,0,0,0,0,0,0,0,0,0
CT45A1,0,0,0,0,0,0,0,0,0,0
CT45A3,0,0,0,0,0,0,0,0,0,0
CT45A5,0,0,0,0,0,0,0,0,0,0
CT45A6,0,0,0,0,0,0,0,0,0,0
CT45A2,0,1,0,0,0,0,0,0,0,0
CT45A7,0,0,0,0,0,0,0,0,0,0
CT45A8,0,0,0,0,0,0,0,0,0,0
CT45A9,0,0,0,0,0,0,0,0,0,0
CT45A10,0,3,0,0,1,0,0,0,0,0
SAGE1,1,0,0,0,0,0,0,0,0,0
MMGT1,207,6,18,18,8,4,202,3,3,0
SLC9A6,86,1,13,16,6,8,107,2,2,1
LOC124905271,0,0,0,0,0,0,0,0,0,0
FHL1,131,6,16,15,0,0,21,1,2,0
MAP7D3,17,0,3,1,2,0,0,0,0,0
ADGRG4,0,0,0,0,0,0,0,0,0,0
BRS3,0,0,0,0,0,0,0,0,0,0
HTATSF1,13,0,1,0,0,1,1,0,0,0
VGLL1,1,0,0,2,0,0,1,0,0,0
MIR934,0,0,0,0,0,0,0,0,0,0
LINC00892,0,0,0,0,0,0,3,0,0,0
CD40LG,0,0,0,0,0,0,9,0,0,0
ARHGEF6,28,0,1,0,2,1,18,1,0,0
RBMX,111,7,15,9,2,4,59,1,3,0
SNORD61,3,1,0,1,4,0,3,0,0,2
GPR101,0,0,0,0,0,0,0,0,0,0
LINC02931,0,0,0,0,0,0,0,0,0,0
ZIC3,0,0,1,0,1,0,0,0,0,0
FGF13,4,0,1,3,0,0,3,0,0,0
MIR504,0,0,0,0,0,0,0,0,0,0
FGF13-AS1,0,0,0,0,0,0,0,0,0,0
LOC124905222,0,0,1,1,0,0,0,0,0,0
SRD5A1P1,5,0,2,3,1,1,20,0,1,0
F9,0,0,0,0,0,0,0,0,0,0
MCF2,2,0,0,0,0,0,0,0,0,0
LOC124905269,0,0,0,0,0,0,0,0,0,0
ATP11C,56,3,4,4,1,1,9,0,0,0
MIR505,0,0,0,0,0,0,0,0,0,0
CXorf66,0,0,0,0,0,0,0,0,0,0
LOC728660,0,0,0,0,0,0,0,0,0,0
HAPSTR2,0,0,0,0,0,0,0,0,0,0
LOC105373343,0,0,0,0,0,0,0,0,0,0
LOC124905265,0,0,0,0,0,0,0,0,0,0
SOX3,0,0,0,0,0,0,0,0,0,0
LOC105373344,0,0,0,0,0,0,0,0,0,0
LOC101928833,0,0,0,0,0,0,0,0,0,0
LINC00632,138,8,5,0,2,0,1,0,0,0
MIR320D2,0,0,0,0,0,0,0,0,0,0
SPANXB1,0,0,0,0,0,0,0,0,0,0
LDOC1,10,0,0,0,0,0,3,0,0,0
SPANXC,0,0,0,0,0,0,0,0,0,0
SPANXA2-OT1,0,0,0,0,0,0,0,0,0,0
SPANXA1,0,0,0,0,0,0,0,0,0,0
SPANXA2,0,0,0,0,0,0,0,0,0,0
LOC645188,0,0,0,0,0,0,0,0,0,0
SPANXD,0,0,0,0,0,0,0,0,0,0
MAGEC3,0,0,0,0,0,0,0,0,0,0
MAGEC1,0,0,0,0,0,0,0,0,0,0
MAGEC2,0,0,0,0,0,0,0,0,0,0
LOC105373345,0,0,0,0,0,0,4,0,0,0
LOC124905278,0,0,0,0,0,0,0,0,0,0
SPANXN4,0,0,0,0,0,0,0,0,0,0
SPANXN3,0,0,0,0,0,0,0,0,0,0
SLITRK4,9,0,0,0,3,1,61,1,0,1
SPANXN2,0,0,0,0,0,0,0,0,0,0
UBE2NL,8,0,1,0,0,1,8,0,0,0
SPANXN1,0,0,0,0,0,0,0,0,0,0
SLITRK2,0,0,0,0,0,0,1,0,0,0
LOC107985703,0,0,0,0,0,0,0,0,0,0
MIR892C,0,0,0,0,0,0,0,0,0,0
MIR890,0,0,0,0,0,0,0,0,0,0
MIR888,0,0,0,0,0,0,0,0,0,0
MIR892A,0,0,0,0,0,0,0,0,0,0
MIR892B,0,0,0,0,0,0,0,0,0,0
MIR891B,0,0,0,0,0,0,0,0,0,0
MIR891A,0,0,0,0,0,0,0,0,0,0
LOC101928808,0,0,0,0,0,0,0,0,0,0
CXorf51B,0,0,0,0,0,0,0,0,0,0
CXorf51A,0,0,0,0,0,0,0,0,0,0
LOC101928832,0,0,0,0,0,0,2,0,0,0
LOC105373347,0,0,0,0,0,0,0,0,0,0
MIR513C,0,0,0,0,0,0,0,0,0,0
